Year Month;Region;Account Description;Product;Size;Size Numeric;Strength;WHO ATC 5 Code;Volume;Value;
201505;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;0;0;
201505;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml)(EuroPharmaDK);1;45 mg;L04AC05;1;25594;
201508;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201512;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201708;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201710;Midtjylland;1780 Århus Vejlby apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201805;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;47710,66;
201807;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201810;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;47710,66;
201811;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;-1;-23855,33;
201901;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201904;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;46517,9;
201906;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201909;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201911;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
202001;Midtjylland;1780 Århus Vejlby apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;22677,47;
201805;Midtjylland;1782 Veri Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201807;Midtjylland;1782 Veri Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201810;Midtjylland;1782 Veri Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201812;Midtjylland;1782 Veri Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201905;Midtjylland;1782 Veri Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201803;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201804;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;3;71565,99;
201808;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;47710,66;
201809;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201811;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;3;71565,99;
201903;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201905;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
201906;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
202001;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
202004;Midtjylland;1783 Egå Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
201205;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201306;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201312;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;-1;-26397,75;
201409;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201410;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201412;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201503;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201504;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201504;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml)(EuroPharmaDK);1;45 mg;L04AC05;1;25626;
201505;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201507;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201508;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;77213,43;
201509;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201510;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201511;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;77213,43;
201512;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk;1;45 mg/0,5 ml;L04AC05;2;51475,62;
201512;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201601;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201602;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk;1;45 mg/0,5 ml;L04AC05;1;25737,81;
201602;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201603;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201603;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201604;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201605;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;50188,72;
201605;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;76569,98;
201606;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201608;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201609;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201609;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201610;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201611;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201611;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201612;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;75283,08;
201701;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201702;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201703;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201704;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201704;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;73401;
201705;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201706;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201707;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201708;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201709;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201710;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;97868;
201712;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201712;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201803;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201804;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201804;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201807;Nordjylland;1810 Aalborg Budolfi apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201609;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201701;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201704;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201707;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201711;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201801;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201803;Nordjylland;1811 Nibe Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201804;Nordjylland;1811 Nibe Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201804;Nordjylland;1811 Nibe Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201504;Nordjylland;1812 Løgstør Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201505;Nordjylland;1812 Løgstør Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201507;Nordjylland;1812 Løgstør Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201604;Nordjylland;1812 Løgstør Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201102;Hovedstaden;1820 Hellerup apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;81223,86;
201305;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;52795,5;
201309;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201312;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201401;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201404;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201406;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201408;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201412;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201503;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201505;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201506;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201509;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201601;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;51475,62;
201605;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;50188,72;
201610;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;50188,72;
201702;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;3;75283,08;
201705;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;48934;
201708;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;48934;
201709;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;48934;
201803;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;48934;
201807;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;47710,66;
201809;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;47710,66;
201907;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
201910;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
202004;Syddanmark;2000 Vejen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;45354,94;
201903;Syddanmark;2001 Vejen Trolde Apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
201611;Hovedstaden;2020 København Øresunds apotek;Cimzia;2 stk.;2;200 mg;L04AB05;1;7492,31;
201012;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201101;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201109;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201110;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201111;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201112;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201207;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201210;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201211;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201304;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201306;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201309;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201311;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201403;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201406;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201409;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201411;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201502;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201508;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201511;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201602;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201605;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201608;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201609;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201701;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201708;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201711;Midtjylland;2040 Silkeborg Himmelbjerg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201103;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201104;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201107;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201110;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201201;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201203;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201206;Sjælland;2070 Stenlille apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201206;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201210;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201305;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201306;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201306;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201308;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201311;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201401;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201404;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201408;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201504;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201511;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201605;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201607;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201611;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201612;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;75283,08;
201703;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201704;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201706;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;48934;
201707;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201709;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;48934;
201709;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201712;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201802;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201803;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;3;73401;
201805;Nordjylland;2120 Skagen apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201808;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201901;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;47710,66;
201905;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
201912;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;45354,94;
202006;Nordjylland;2120 Skagen apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;45354,94;
201204;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201205;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201206;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201208;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201211;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201212;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201301;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201303;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201305;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201306;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201308;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201310;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201312;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201403;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201404;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201406;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201408;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201410;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201412;Sjælland;2160 Asnæs Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201703;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;50188,72;
201707;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201709;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201712;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201803;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201806;Nordjylland;2180 Hadsund apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201501;Nordjylland;2200 Skørping apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201503;Nordjylland;2200 Skørping apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201507;Nordjylland;2200 Skørping apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201511;Nordjylland;2200 Skørping apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201602;Nordjylland;2200 Skørping apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
